Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Category,Product,Quantity,Sales,Discount,Profit,Payment_Mode
ORD_00022,2025-01-18,CUS_00022,Customer_091,Hyderabad,Telangana,Furniture,Office Chair,1,5138.27,15,1010.18,Net Banking
ORD_00023,2025-01-19,CUS_00023,Customer_044,Warangal,Telangana,Furniture,Sofa,1,19860.38,20,1882.69,Debit Card
ORD_00024,2025-01-20,CUS_00024,Customer_121,Pune,Maharashtra,Furniture,Sofa,1,18772.81,0,4535.79,Debit Card
ORD_00025,2025-01-20,CUS_00025,Customer_108,Ahmedabad,Gujarat,Clothing,Jeans,5,7947.89,20,947.29,Cash on Delivery
ORD_00026,2025-01-20,CUS_00026,Customer_132,Nizamabad,Telangana,Clothing,Jacket,3,10253.94,15,1303.02,Credit Card
ORD_00027,2025-01-21,CUS_00027,Customer_085,Mangaluru,Karnataka,Clothing,Jacket,2,6149.05,20,546.8,Cash on Delivery
ORD_00028,2025-01-22,CUS_00028,Customer_084,Bengaluru,Karnataka,Electronics,Headphones,5,11242.36,15,2450.72,Debit Card
ORD_00029,2025-01-22,CUS_00029,Customer_119,Nizamabad,Telangana,Clothing,T-Shirt,1,820.34,10,101.35,Net Banking
ORD_00030,2025-01-23,CUS_00030,Customer_104,Hyderabad,Telangana,Home & Kitchen,Bedsheet,1,1285.0,15,244.16,UPI
ORD_00031,2025-01-25,CUS_00031,Customer_010,Mysuru,Karnataka,Clothing,Jeans,3,4378.08,15,720.67,Credit Card
ORD_00032,2025-01-25,CUS_00032,Customer_112,Durgapur,West Bengal,Electronics,Headphones,4,10139.38,0,831.89,Credit Card
ORD_00033,2025-01-25,CUS_00033,Customer_046,Ahmedabad,Gujarat,Electronics,Smartwatch,5,23698.84,5,1834.71,Net Banking
ORD_00034,2025-01-26,CUS_00034,Customer_137,Chennai,Tamil Nadu,Furniture,Bookshelf,3,12251.16,20,2779.07,UPI
ORD_00035,2025-01-27,CUS_00035,Customer_005,Mysuru,Karnataka,Electronics,Headphones,4,8353.15,15,530.61,Net Banking
ORD_00036,2025-01-28,CUS_00036,Customer_103,Durgapur,West Bengal,Clothing,Sneakers,5,9681.91,20,1449.52,UPI
ORD_00037,2025-01-28,CUS_00037,Customer_149,Howrah,West Bengal,Electronics,Smartwatch,4,18216.85,15,4461.64,UPI
ORD_00038,2025-01-29,CUS_00038,Customer_123,Jaipur,Rajasthan,Electronics,Smartwatch,5,21936.15,0,2812.96,UPI
ORD_00039,2025-01-29,CUS_00039,Customer_046,Pune,Maharashtra,Furniture,Bookshelf,5,27234.39,10,1743.16,UPI
ORD_00040,2025-01-29,CUS_00040,Customer_002,Nizamabad,Telangana,Home & Kitchen,Cookware Set,3,8307.38,15,487.1,Net Banking
ORD_00041,2025-01-30,CUS_00041,Customer_022,Warangal,Telangana,Furniture,Study Table,4,26507.41,20,5587.54,Cash on Delivery
ORD_00042,2025-01-30,CUS_00042,Customer_122,Vadodara,Gujarat,Furniture,Sofa,3,57636.77,0,6412.82,Cash on Delivery
ORD_00043,2025-02-03,CUS_00043,Customer_069,Kolkata,West Bengal,Home & Kitchen,Cookware Set,1,2967.96,15,187.72,Net Banking
ORD_00044,2025-02-04,CUS_00044,Customer_012,Coimbatore,Tamil Nadu,Electronics,Laptop,1,50455.17,20,10980.58,Debit Card
ORD_00045,2025-02-05,CUS_00045,Customer_029,Chennai,Tamil Nadu,Home & Kitchen,Bedsheet,5,5178.81,20,818.09,Net Banking
ORD_00046,2025-02-05,CUS_00046,Customer_044,Jodhpur,Rajasthan,Furniture,Office Chair,3,19085.13,15,1183.82,Net Banking
ORD_00047,2025-02-06,CUS_00047,Customer_143,Nizamabad,Telangana,Furniture,Bookshelf,3,19284.5,0,3405.28,Net Banking
ORD_00048,2025-02-07,CUS_00048,Customer_102,Vadodara,Gujarat,Electronics,Headphones,3,6931.92,5,913.32,Net Banking
ORD_00049,2025-02-07,CUS_00049,Customer_124,Bengaluru,Karnataka,Furniture,Sofa,2,48085.61,0,7701.94,Debit Card
ORD_00050,2025-02-07,CUS_00050,Customer_076,Delhi,Delhi,Home & Kitchen,Bedsheet,2,2416.74,5,348.43,Debit Card
ORD_00051,2025-02-08,CUS_00051,Customer_085,Surat,Gujarat,Furniture,Sofa,5,103690.35,5,21015.22,Cash on Delivery
ORD_00052,2025-02-08,CUS_00052,Customer_019,Howrah,West Bengal,Home & Kitchen,Air Fryer,3,19009.18,10,1896.07,Debit Card
ORD_00053,2025-02-08,CUS_00053,Customer_108,Chennai,Tamil Nadu,Furniture,Bookshelf,5,28758.77,5,5606.62,UPI
ORD_00054,2025-02-08,CUS_00054,Customer_065,Warangal,Telangana,Furniture,Bookshelf,5,28209.8,15,2805.97,UPI
ORD_00055,2025-02-09,CUS_00055,Customer_018,Coimbatore,Tamil Nadu,Clothing,Jeans,3,4439.69,20,409.04,Net Banking
ORD_00056,2025-02-10,CUS_00056,Customer_034,Delhi,Delhi,Home & Kitchen,Cookware Set,3,11111.62,5,1098.58,Debit Card
ORD_00057,2025-02-10,CUS_00057,Customer_124,Noida,Delhi,Home & Kitchen,Mixer Grinder,5,16765.28,20,2805.67,Net Banking
ORD_00058,2025-02-11,CUS_00058,Customer_049,Vadodara,Gujarat,Clothing,Jeans,4,7561.12,5,1135.91,Credit Card
ORD_00059,2025-02-11,CUS_00059,Customer_021,Pune,Maharashtra,Home & Kitchen,Air Fryer,1,5377.97,20,763.08,Net Banking
ORD_00060,2025-02-12,CUS_00060,Customer_080,Kolkata,West Bengal,Electronics,Headphones,5,12807.61,10,3080.15,Credit Card
ORD_00061,2025-02-12,CUS_00061,Customer_087,Bengaluru,Karnataka,Home & Kitchen,Bedsheet,1,1100.94,20,63.42,UPI
ORD_00062,2025-02-12,CUS_00062,Customer_093,Kolkata,West Bengal,Clothing,Jeans,4,6008.94,15,1323.71,Credit Card
ORD_00063,2025-02-13,CUS_00063,Customer_131,Kolkata,West Bengal,Home & Kitchen,Cookware Set,4,14385.33,5,906.86,UPI
ORD_00064,2025-02-15,CUS_00064,Customer_060,Surat,Gujarat,Home & Kitchen,Air Fryer,3,18050.83,15,1019.97,UPI
ORD_00065,2025-02-15,CUS_00065,Customer_020,Jodhpur,Rajasthan,Electronics,Smartphone,3,60887.8,20,12715.94,Credit Card
ORD_00066,2025-02-15,CUS_00066,Customer_141,Gurugram,Delhi,Furniture,Bookshelf,1,4482.86,20,953.77,Debit Card
ORD_00067,2025-02-15,CUS_00067,Customer_090,Pune,Maharashtra,Electronics,Smartphone,5,101461.46,20,14423.33,Credit Card
ORD_00068,2025-02-15,CUS_00068,Customer_122,Warangal,Telangana,Home & Kitchen,Mixer Grinder,1,4267.66,5,993.86,Credit Card
ORD_00069,2025-02-16,CUS_00069,Customer_057,Udaipur,Rajasthan,Home & Kitchen,Air Fryer,3,18115.78,15,2128.02,UPI
ORD_00070,2025-02-16,CUS_00070,Customer_146,Warangal,Telangana,Electronics,Headphones,4,7849.25,10,1484.15,UPI
ORD_00071,2025-02-16,CUS_00071,Customer_069,Udaipur,Rajasthan,Home & Kitchen,Cookware Set,3,11312.22,0,1339.09,UPI
ORD_00072,2025-02-16,CUS_00072,Customer_111,Delhi,Delhi,Furniture,Study Table,4,32803.47,0,7009.25,UPI
ORD_00073,2025-02-18,CUS_00073,Customer_063,Durgapur,West Bengal,Furniture,Sofa,4,75777.93,10,4576.33,Net Banking
ORD_00074,2025-02-19,CUS_00074,Customer_020,Mysuru,Karnataka,Clothing,Jeans,2,3334.04,5,319.64,Credit Card
ORD_00075,2025-02-20,CUS_00075,Customer_106,Jodhpur,Rajasthan,Home & Kitchen,Mixer Grinder,1,4150.49,15,454.86,UPI
ORD_00076,2025-02-20,CUS_00076,Customer_059,Nizamabad,Telangana,Clothing,Sneakers,3,8059.22,15,1253.49,Net Banking
ORD_00077,2025-02-21,CUS_00077,Customer_054,Delhi,Delhi,Furniture,Bookshelf,1,6075.84,5,1015.72,Cash on Delivery
ORD_00078,2025-02-21,CUS_00078,Customer_128,Chennai,Tamil Nadu,Electronics,Headphones,4,8130.01,15,1951.3,Debit Card
ORD_00079,2025-02-22,CUS_00079,Customer_147,Ahmedabad,Gujarat,Clothing,T-Shirt,1,730.58,20,41.45,Debit Card
ORD_00080,2025-02-22,CUS_00080,Customer_108,Howrah,West Bengal,Electronics,Smartwatch,1,4263.49,15,784.51,Cash on Delivery
ORD_00081,2025-02-22,CUS_00081,Customer_142,Madurai,Tamil Nadu,Home & Kitchen,Mixer Grinder,4,17057.86,10,4062.76,Net Banking
ORD_00082,2025-02-22,CUS_00082,Customer_138,Chennai,Tamil Nadu,Home & Kitchen,Air Fryer,3,20476.17,0,1480.48,Cash on Delivery
ORD_00083,2025-02-23,CUS_00083,Customer_072,Warangal,Telangana,Clothing,T-Shirt,1,822.57,10,79.14,UPI
ORD_00084,2025-02-23,CUS_00084,Customer_012,Madurai,Tamil Nadu,Home & Kitchen,Air Fryer,2,11693.56,10,1801.19,Cash on Delivery
ORD_00085,2025-02-24,CUS_00085,Customer_072,Mysuru,Karnataka,Home & Kitchen,Bedsheet,4,5178.2,15,545.2,UPI
ORD_00086,2025-02-24,CUS_00086,Customer_121,Kolkata,West Bengal,Clothing,Jacket,1,2996.3,5,207.75,Cash on Delivery
ORD_00087,2025-02-25,CUS_00087,Customer_085,Warangal,Telangana,Furniture,Bookshelf,3,18369.71,0,1692.88,Credit Card
ORD_00088,2025-02-26,CUS_00088,Customer_030,Mangaluru,Karnataka,Furniture,Office Chair,5,31352.05,10,2042.27,Credit Card
ORD_00089,2025-02-27,CUS_00089,Customer_006,Jodhpur,Rajasthan,Electronics,Laptop,2,102936.15,5,8839.43,Net Banking
ORD_00090,2025-02-27,CUS_00090,Customer_054,Durgapur,West Bengal,Electronics,Smartwatch,3,13512.72,0,1742.31,Debit Card
ORD_00091,2025-02-28,CUS_00091,Customer_077,Durgapur,West Bengal,Clothing,Jeans,4,8268.89,0,2040.78,Cash on Delivery
ORD_00092,2025-02-28,CUS_00092,Customer_017,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,4,4823.52,15,990.68,Credit Card
ORD_00093,2025-02-28,CUS_00093,Customer_073,Mumbai,Maharashtra,Electronics,Headphones,5,8856.13,20,1479.11,Credit Card
ORD_00094,2025-03-02,CUS_00094,Customer_135,Pune,Maharashtra,Clothing,Jeans,3,4448.1,20,490.22,Debit Card
ORD_00095,2025-03-02,CUS_00095,Customer_037,Howrah,West Bengal,Clothing,T-Shirt,1,740.13,15,69.31,Net Banking
ORD_00096,2025-03-05,CUS_00096,Customer_126,Nagpur,Maharashtra,Clothing,Jacket,5,15406.78,20,1708.93,Credit Card
ORD_00097,2025-03-06,CUS_00097,Customer_145,Warangal,Telangana,Furniture,Sofa,3,47737.86,15,7044.53,Credit Card
ORD_00098,2025-03-06,CUS_00098,Customer_121,Hyderabad,Telangana,Furniture,Office Chair,4,24018.88,20,5672.72,Debit Card
ORD_00099,2025-03-08,CUS_00099,Customer_134,Gurugram,Delhi,Clothing,Jeans,5,9087.73,10,1441.04,Debit Card
ORD_00100,2025-03-08,CUS_00100,Customer_068,Gurugram,Delhi,Furniture,Study Table,4,26494.99,20,4470.19,UPI
ORD_00101,2025-03-09,CUS_00101,Customer_037,Jodhpur,Rajasthan,Home & Kitchen,Cookware Set,1,3856.85,0,375.56,Credit Card
ORD_00102,2025-03-09,CUS_00102,Customer_016,Nizamabad,Telangana,Electronics,Smartphone,3,61681.79,15,14934.73,Debit Card
ORD_00103,2025-03-10,CUS_00103,Customer_078,Bengaluru,Karnataka,Clothing,Sneakers,1,2532.32,20,497.7,Debit Card
ORD_00104,2025-03-10,CUS_00104,Customer_027,Howrah,West Bengal,Clothing,Jacket,3,9444.3,15,1824.98,Cash on Delivery
ORD_00105,2025-03-11,CUS_00105,Customer_022,Mumbai,Maharashtra,Home & Kitchen,Bedsheet,1,1371.59,0,195.86,Net Banking
ORD_00106,2025-03-11,CUS_00106,Customer_096,Coimbatore,Tamil Nadu,Electronics,Headphones,3,6399.68,15,938.71,Credit Card
ORD_00107,2025-03-14,CUS_00107,Customer_014,Durgapur,West Bengal,Furniture,Sofa,2,43972.51,10,9146.55,Net Banking
ORD_00108,2025-03-14,CUS_00108,Customer_118,Udaipur,Rajasthan,Furniture,Office Chair,1,7081.01,10,703.37,Credit Card
ORD_00109,2025-03-16,CUS_00109,Customer_104,Coimbatore,Tamil Nadu,Home & Kitchen,Air Fryer,3,21591.74,0,2940.73,Credit Card
ORD_00110,2025-03-16,CUS_00110,Customer_066,Howrah,West Bengal,Furniture,Bookshelf,1,4929.54,20,858.04,Debit Card
ORD_00111,2025-03-17,CUS_00111,Customer_087,Delhi,Delhi,Electronics,Laptop,3,181279.13,0,40201.07,Debit Card
ORD_00112,2025-03-18,CUS_00112,Customer_063,Mysuru,Karnataka,Furniture,Sofa,2,44173.38,10,6568.59,Debit Card
ORD_00113,2025-03-19,CUS_00113,Customer_088,Jaipur,Rajasthan,Clothing,Jacket,1,3381.58,5,713.73,Debit Card
ORD_00114,2025-03-19,CUS_00114,Customer_081,Surat,Gujarat,Clothing,T-Shirt,1,810.93,5,65.85,Net Banking
ORD_00115,2025-03-19,CUS_00115,Customer_047,Delhi,Delhi,Furniture,Sofa,4,85987.08,10,16095.26,Cash on Delivery
ORD_00116,2025-03-20,CUS_00116,Customer_025,Madurai,Tamil Nadu,Clothing,T-Shirt,1,897.66,5,57.12,Cash on Delivery
ORD_00117,2025-03-24,CUS_00117,Customer_141,Bengaluru,Karnataka,Clothing,Jeans,4,6987.35,5,1595.73,UPI
ORD_00118,2025-03-25,CUS_00118,Customer_107,Jodhpur,Rajasthan,Home & Kitchen,Cookware Set,2,6565.45,15,533.62,Credit Card
ORD_00119,2025-03-25,CUS_00119,Customer_101,Mangaluru,Karnataka,Electronics,Smartphone,4,68751.26,20,16412.52,Debit Card
ORD_00120,2025-03-27,CUS_00120,Customer_005,Coimbatore,Tamil Nadu,Furniture,Sofa,2,31908.97,20,4427.37,Credit Card
ORD_00121,2025-03-27,CUS_00121,Customer_062,Vadodara,Gujarat,Furniture,Bookshelf,5,27233.31,20,4743.55,Credit Card
ORD_00122,2025-03-27,CUS_00122,Customer_137,Noida,Delhi,Electronics,Smartwatch,3,13596.11,0,1700.22,Credit Card
ORD_00123,2025-03-27,CUS_00123,Customer_071,Hyderabad,Telangana,Electronics,Laptop,1,41858.74,15,5592.24,UPI
ORD_00124,2025-03-28,CUS_00124,Customer_124,Hyderabad,Telangana,Clothing,Jacket,3,9595.88,5,2202.12,Cash on Delivery
ORD_00125,2025-03-28,CUS_00125,Customer_132,Delhi,Delhi,Home & Kitchen,Cookware Set,2,7360.48,5,1686.38,UPI
ORD_00126,2025-03-29,CUS_00126,Customer_075,Jaipur,Rajasthan,Clothing,Jacket,5,17108.04,5,1389.15,Net Banking
ORD_00127,2025-03-30,CUS_00127,Customer_042,Kolkata,West Bengal,Electronics,Headphones,3,6630.81,15,750.87,Credit Card
ORD_00128,2025-03-31,CUS_00128,Customer_097,Hyderabad,Telangana,Electronics,Laptop,1,42188.81,10,9230.28,Net Banking
ORD_00129,2025-03-31,CUS_00129,Customer_045,Gurugram,Delhi,Home & Kitchen,Bedsheet,5,6332.05,15,1170.93,Cash on Delivery
ORD_00130,2025-03-31,CUS_00130,Customer_004,Kolkata,West Bengal,Electronics,Smartphone,2,42296.98,15,6122.99,UPI
ORD_00131,2025-03-31,CUS_00131,Customer_103,Delhi,Delhi,Electronics,Smartphone,1,26062.16,5,3372.04,Credit Card
ORD_00132,2025-04-02,CUS_00132,Customer_082,Coimbatore,Tamil Nadu,Clothing,T-Shirt,3,2709.13,0,331.74,Debit Card
ORD_00133,2025-04-02,CUS_00133,Customer_084,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,2,6421.41,5,446.51,Cash on Delivery
ORD_00134,2025-04-02,CUS_00134,Customer_116,Coimbatore,Tamil Nadu,Clothing,Sneakers,4,9012.11,20,1639.54,Debit Card
ORD_00135,2025-04-02,CUS_00135,Customer_143,Jaipur,Rajasthan,Home & Kitchen,Mixer Grinder,4,15988.33,15,3634.52,Credit Card
ORD_00136,2025-04-04,CUS_00136,Customer_025,Durgapur,West Bengal,Electronics,Laptop,1,46209.83,10,11097.5,UPI
ORD_00137,2025-04-05,CUS_00137,Customer_083,Mumbai,Maharashtra,Furniture,Bookshelf,4,24692.77,10,4088.17,Net Banking
ORD_00138,2025-04-05,CUS_00138,Customer_080,Mumbai,Maharashtra,Furniture,Bookshelf,3,14937.11,10,2351.89,Debit Card
ORD_00139,2025-04-07,CUS_00139,Customer_029,Delhi,Delhi,Home & Kitchen,Mixer Grinder,1,4842.93,5,666.0,Credit Card
ORD_00140,2025-04-07,CUS_00140,Customer_038,Warangal,Telangana,Home & Kitchen,Bedsheet,5,6291.35,10,1306.84,Net Banking
ORD_00141,2025-04-08,CUS_00141,Customer_075,Ahmedabad,Gujarat,Electronics,Smartwatch,1,5508.77,0,1152.44,UPI
ORD_00142,2025-04-08,CUS_00142,Customer_017,Delhi,Delhi,Electronics,Smartphone,4,106684.43,0,22226.63,Credit Card
ORD_00143,2025-04-08,CUS_00143,Customer_109,Jaipur,Rajasthan,Furniture,Study Table,3,25047.51,5,3885.82,Net Banking
ORD_00144,2025-04-09,CUS_00144,Customer_006,Madurai,Tamil Nadu,Home & Kitchen,Mixer Grinder,1,4134.11,20,437.85,Cash on Delivery
ORD_00145,2025-04-11,CUS_00145,Customer_042,Howrah,West Bengal,Clothing,Sneakers,2,5697.01,0,928.0,Cash on Delivery
ORD_00146,2025-04-11,CUS_00146,Customer_008,Durgapur,West Bengal,Clothing,Jeans,3,6183.3,0,1048.83,Cash on Delivery
ORD_00147,2025-04-12,CUS_00147,Customer_132,Delhi,Delhi,Electronics,Headphones,1,2096.49,5,274.28,Debit Card
ORD_00148,2025-04-14,CUS_00148,Customer_132,Nizamabad,Telangana,Home & Kitchen,Mixer Grinder,1,3374.44,20,437.33,Debit Card
ORD_00149,2025-04-14,CUS_00149,Customer_017,Warangal,Telangana,Home & Kitchen,Cookware Set,2,6159.56,5,1388.82,UPI
ORD_00150,2025-04-16,CUS_00150,Customer_130,Jaipur,Rajasthan,Electronics,Headphones,4,7722.27,15,1592.21,Cash on Delivery
ORD_00151,2025-04-16,CUS_00151,Customer_019,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,5,6190.58,10,909.26,Net Banking
ORD_00152,2025-04-16,CUS_00152,Customer_018,Gurugram,Delhi,Furniture,Office Chair,2,11060.33,20,1320.74,Net Banking
ORD_00153,2025-04-16,CUS_00153,Customer_144,Chennai,Tamil Nadu,Home & Kitchen,Cookware Set,3,10075.27,15,1590.2,Cash on Delivery
ORD_00154,2025-04-17,CUS_00154,Customer_003,Mangaluru,Karnataka,Electronics,Smartphone,5,90534.29,20,22265.04,UPI
ORD_00155,2025-04-17,CUS_00155,Customer_073,Pune,Maharashtra,Electronics,Headphones,3,6793.43,10,1386.87,UPI
ORD_00156,2025-04-18,CUS_00156,Customer_122,Durgapur,West Bengal,Home & Kitchen,Cookware Set,3,9391.86,20,484.73,Cash on Delivery
ORD_00157,2025-04-18,CUS_00157,Customer_060,Coimbatore,Tamil Nadu,Furniture,Bookshelf,3,15986.13,0,3446.19,Net Banking
ORD_00158,2025-04-19,CUS_00158,Customer_116,Hyderabad,Telangana,Electronics,Smartphone,4,93240.6,15,13940.21,Net Banking
ORD_00159,2025-04-19,CUS_00159,Customer_100,Durgapur,West Bengal,Furniture,Sofa,1,20734.68,10,4066.06,Net Banking
ORD_00160,2025-04-22,CUS_00160,Customer_006,Durgapur,West Bengal,Furniture,Sofa,2,46116.42,5,7047.47,Debit Card
ORD_00161,2025-04-22,CUS_00161,Customer_046,Ahmedabad,Gujarat,Clothing,Jeans,1,1293.28,20,171.0,Net Banking
ORD_00162,2025-04-22,CUS_00162,Customer_147,Hyderabad,Telangana,Furniture,Office Chair,2,11954.61,0,1094.77,Net Banking
ORD_00163,2025-04-23,CUS_00163,Customer_084,Pune,Maharashtra,Electronics,Headphones,4,8646.44,10,1463.53,UPI
ORD_00164,2025-04-23,CUS_00164,Customer_101,Chennai,Tamil Nadu,Furniture,Office Chair,2,15145.16,5,2914.75,UPI
ORD_00165,2025-04-23,CUS_00165,Customer_020,Bengaluru,Karnataka,Home & Kitchen,Mixer Grinder,2,7671.54,10,689.68,Cash on Delivery
ORD_00166,2025-04-24,CUS_00166,Customer_058,Mumbai,Maharashtra,Furniture,Study Table,2,15425.44,10,1640.82,Net Banking
ORD_00167,2025-04-24,CUS_00167,Customer_081,Howrah,West Bengal,Furniture,Study Table,5,32977.98,20,7548.53,Net Banking
ORD_00168,2025-04-26,CUS_00168,Customer_099,Surat,Gujarat,Electronics,Smartphone,2,47608.17,0,2879.26,Credit Card
ORD_00169,2025-04-27,CUS_00169,Customer_148,Nagpur,Maharashtra,Electronics,Smartwatch,1,5391.51,0,954.78,Debit Card
ORD_00170,2025-04-28,CUS_00170,Customer_057,Jaipur,Rajasthan,Furniture,Bookshelf,4,17722.76,15,3493.73,Net Banking
ORD_00171,2025-04-30,CUS_00171,Customer_013,Mysuru,Karnataka,Clothing,Jeans,2,3430.53,10,731.27,Net Banking
ORD_00172,2025-05-04,CUS_00172,Customer_052,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,1,1094.55,15,121.77,Credit Card
ORD_00173,2025-05-04,CUS_00173,Customer_148,Bengaluru,Karnataka,Home & Kitchen,Mixer Grinder,2,7248.61,15,1350.66,UPI
ORD_00174,2025-05-05,CUS_00174,Customer_085,Gurugram,Delhi,Clothing,Sneakers,3,6438.13,10,1126.17,Credit Card
ORD_00175,2025-05-06,CUS_00175,Customer_043,Gurugram,Delhi,Furniture,Sofa,2,40513.13,5,9845.65,Credit Card
ORD_00176,2025-05-06,CUS_00176,Customer_149,Hyderabad,Telangana,Clothing,Jeans,1,1586.08,5,281.08,Cash on Delivery
ORD_00177,2025-05-06,CUS_00177,Customer_012,Nagpur,Maharashtra,Clothing,Jacket,2,5499.31,15,480.55,Net Banking
ORD_00178,2025-05-06,CUS_00178,Customer_129,Bengaluru,Karnataka,Furniture,Study Table,4,24924.78,20,2966.4,Credit Card
ORD_00179,2025-05-06,CUS_00179,Customer_128,Noida,Delhi,Electronics,Laptop,3,139780.72,15,21868.55,Net Banking
ORD_00180,2025-05-07,CUS_00180,Customer_047,Jaipur,Rajasthan,Electronics,Smartphone,4,109186.04,0,18502.19,Credit Card
ORD_00181,2025-05-07,CUS_00181,Customer_098,Durgapur,West Bengal,Clothing,Sneakers,2,5162.71,5,396.32,Debit Card
ORD_00182,2025-05-07,CUS_00182,Customer_085,Warangal,Telangana,Home & Kitchen,Cookware Set,1,3148.15,10,430.4,UPI
ORD_00183,2025-05-08,CUS_00183,Customer_058,Kolkata,West Bengal,Clothing,Jacket,2,5246.49,15,695.87,Net Banking
ORD_00184,2025-05-08,CUS_00184,Customer_039,Mumbai,Maharashtra,Home & Kitchen,Air Fryer,5,27533.69,20,2022.1,Credit Card
ORD_00185,2025-05-08,CUS_00185,Customer_052,Madurai,Tamil Nadu,Home & Kitchen,Air Fryer,2,11742.45,10,1405.96,Credit Card
ORD_00186,2025-05-11,CUS_00186,Customer_101,Mumbai,Maharashtra,Home & Kitchen,Air Fryer,5,31264.79,10,5072.67,UPI
ORD_00187,2025-05-12,CUS_00187,Customer_063,Vadodara,Gujarat,Clothing,Jeans,2,3637.21,0,473.39,UPI
ORD_00188,2025-05-12,CUS_00188,Customer_054,Delhi,Delhi,Furniture,Bookshelf,5,29178.14,5,6533.6,Cash on Delivery
ORD_00189,2025-05-13,CUS_00189,Customer_001,Nagpur,Maharashtra,Furniture,Study Table,2,15064.89,15,3250.65,Cash on Delivery
ORD_00190,2025-05-13,CUS_00190,Customer_126,Udaipur,Rajasthan,Electronics,Laptop,3,166356.28,0,35698.68,Debit Card
ORD_00191,2025-05-14,CUS_00191,Customer_031,Surat,Gujarat,Home & Kitchen,Air Fryer,5,22185.77,20,2279.29,Debit Card
ORD_00192,2025-05-16,CUS_00192,Customer_027,Nizamabad,Telangana,Furniture,Study Table,1,6126.31,20,885.24,Debit Card
ORD_00193,2025-05-16,CUS_00193,Customer_026,Gurugram,Delhi,Clothing,Jeans,3,5412.02,5,534.87,UPI
ORD_00194,2025-05-16,CUS_00194,Customer_073,Nizamabad,Telangana,Electronics,Smartphone,4,87569.75,0,14812.44,UPI
ORD_00195,2025-05-17,CUS_00195,Customer_078,Delhi,Delhi,Electronics,Headphones,3,7159.95,0,1576.23,Credit Card
